Region,Region code,Province  ,Province code,Municipality/City  ,Municipality/City Code,Poverty Incidence_2009,Poverty Incidence_2012,Poverty Incidence_2015,Coefficient of Variation_2009,Coefficient of Variation_2012,Coefficient of Variation_2015,90% Confidence Interval_2009 Lower Limit,90% Confidence Interval_2009 Upper Limit,90% Confidence Interval_2012 Lower Limit,90% Confidence Interval_2012 Upper Limit2,90% Confidence Interval_2015 Lower Limit,90% Confidence Interval_2015 Upper Limit,Longitude,Latitude,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Calaca,PH041007000,17.8,20.0,17.4,9.4,15.0,7.8,15.1,20.6,15.0,24.9,15.1,19.6,120.8228,13.9773,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Calatagan,PH041008000,21.9,24.0,22.4,10.8,15.1,9.6,18.0,25.7,18.0,29.9,18.9,25.9,120.6433,13.8594,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Cuenca,PH041009000,9.9,8.6,5.6,16.5,21.3,20.4,7.2,12.6,5.6,11.6,3.7,7.5,121.0530,13.9060,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Ibaan,PH041010000,12.1,8.6,7.2,15.0,19.6,19.4,9.1,15.0,5.8,11.3,4.9,9.5,121.1403,13.8190,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Laurel,PH041011000,21.8,31.3,25.7,11.3,18.7,10.0,17.7,25.8,21.7,40.9,21.5,29.9,120.9062,14.0511,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Lemery,PH041012000,14.3,13.7,11.1,8.9,13.8,9.2,12.2,16.4,10.6,16.8,9.4,12.8,120.8842,13.9548,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Lian,PH041013000,16.5,18.0,13.3,14.7,16.2,20.9,12.5,20.5,13.2,22.8,8.7,17.8,120.6489,13.9935,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,City of Lipa,PH041014000,3.9,5.2,4.2,16.3,16.1,13.6,2.8,4.9,3.8,6.6,3.3,5.1,121.1707,13.9397,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Lobo,PH041015000,19.1,25.9,21.5,10.7,16.0,9.9,15.7,22.4,19.0,32.7,18.0,25.0,121.2626,13.6655,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Mabini,PH041016000,11.7,6.6,7.3,12.9,19.3,11.0,9.2,14.2,4.5,8.7,6.0,8.6,120.9134,13.7299,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Malvar,PH041017000,6.5,6.6,4.3,22.2,25.1,27.7,4.1,8.9,3.9,9.4,2.3,6.2,121.1490,14.0330,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Mataasnakahoy,PH041018000,9.8,4.8,3.6,20.1,29.4,29.0,6.5,13.0,2.5,7.1,1.9,5.2,121.1026,13.9758,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Nasugbu,PH041019000,17.3,15.3,12.7,11.3,14.3,9.8,14.1,20.6,11.7,18.9,10.7,14.8,120.7067,14.0989,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Padre Garcia,PH041020000,16.5,13.8,7.2,15.4,17.6,19.7,12.3,20.6,9.8,17.8,4.9,9.5,121.2396,13.8742,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Rosario,PH041021000,16.8,14.9,11.6,8.1,14.5,14.0,14.5,19.0,11.4,18.5,8.9,14.2,121.2704,13.8045,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,San Jose,PH041022000,11.2,8.6,4.2,15.3,17.2,24.6,8.4,14.1,6.2,11.1,2.5,5.9,121.0898,13.8783,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,San Juan,PH041023000,15.4,21.2,15.4,11.0,13.5,13.7,12.6,18.2,16.5,25.9,11.9,18.8,121.3904,13.7575,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,San Luis,PH041024000,9.5,10.3,5.9,17.1,18.8,19.4,6.9,12.2,7.1,13.5,4.0,7.8,120.9445,13.8354,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,San Nicolas,PH041025000,5.3,10.6,12.1,27.5,22.6,19.9,2.9,7.8,6.7,14.6,8.2,16.1,120.9863,13.9999,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,San Pascual,PH041026000,5.8,3.0,2.8,20.1,27.4,23.2,3.9,7.7,1.6,4.3,1.7,3.8,121.0315,13.8176,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Santa Teresita,PH041027000,9.4,6.0,6.5,20.8,29.9,22.8,6.2,12.6,3.1,9.0,4.0,8.9,120.9718,13.8777,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Santo Tomas,PH041028000,8.6,5.4,4.0,16.3,21.4,23.3,6.3,10.9,3.5,7.3,2.5,5.6,121.1834,14.0757,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Taal,PH041029000,4.1,7.0,5.5,23.2,19.5,20.4,2.6,5.7,4.7,9.2,3.6,7.3,120.9375,13.8867,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Talisay,PH041030000,5.6,10.1,8.8,26.3,20.3,22.4,3.2,8.1,6.7,13.5,5.6,12.0,121.0172,14.1102,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,City of Tanauan,PH041031000,4.0,5.9,4.6,16.6,16.2,15.4,2.9,5.1,4.3,7.4,3.4,5.7,121.0988,14.0944,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Taysan,PH041032000,16.6,14.9,13.0,12.2,17.8,16.9,13.3,19.9,10.6,19.3,9.4,16.6,121.2230,13.7532,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Tingloy,PH041033000,26.2,31.6,26.2,10.5,17.1,10.5,21.7,30.7,22.7,40.5,21.7,30.8,120.9165,13.6423,
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Tuy,PH041034000,18.0,19.8,12.4,10.6,17.0,18.3,14.9,21.2,14.2,25.3,8.7,16.2,120.7393,14.0283,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Alfonso,PH042101000,13.8,6.0,4.8,11.9,14.7,12.4,11.1,16.5,4.5,7.4,3.8,5.7,120.8405,14.1185,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Amadeo,PH042102000,6.3,1.9,3.2,19.2,24.1,24.1,4.3,8.2,1.1,2.6,1.9,4.5,120.9290,14.1783,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,City of Bacoor,PH042103000,3.6,1.1,4.9,17.1,30.9,13.8,2.6,4.6,0.5,1.7,3.8,6.0,120.9719,14.4151,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Carmona,PH042104000,3.4,3.0,3.8,48.4,19.0,10.9,0.7,6.2,2.1,3.9,3.1,4.4,121.0375,14.3021,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,City of Cavite,PH042105000,5.5,5.4,6.9,15.5,14.9,11.8,4.1,6.9,4.1,6.8,5.6,8.3,120.8978,14.4805,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,City of Dasmariñas,PH042106000,5.3,4.8,5.8,15.8,16.7,13.0,3.9,6.6,3.5,6.1,4.6,7.1,120.9646,14.3134,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,General Emilio Aguinaldo,PH042107000,13.7,7.3,9.6,15.4,12.1,8.7,10.2,17.2,5.9,8.8,8.2,11.0,120.8014,14.1794,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,City of General Trias,PH042108000,3.5,3.2,3.9,29.3,30.5,15.6,1.8,5.2,1.6,4.8,2.9,4.9,120.9008,14.3224,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,City of Imus,PH042109000,2.3,1.1,4.9,16.2,30.9,13.8,1.7,3.0,0.5,1.7,3.8,6.0,120.9351,14.3965,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Indang,PH042110000,6.7,3.1,5.5,13.5,27.2,17.4,5.2,8.2,1.7,4.4,3.9,7.1,120.8705,14.1914,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Kawit,PH042111000,4.8,5.9,9.5,22.5,22.3,11.3,3.0,6.6,3.7,8.0,7.7,11.3,120.9041,14.4371,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Magallanes,PH042112000,19.4,13.5,17.2,13.8,24.3,17.7,15.0,23.8,8.1,18.9,12.2,22.2,120.7487,14.1623,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Maragondon,PH042113000,16.3,8.9,13.8,13.3,21.3,9.3,12.7,19.9,5.8,12.0,11.7,15.9,120.7278,14.2310,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Mendez (Mendez-Nuñez),PH042114000,4.5,5.2,5.2,23.5,22.8,16.1,2.8,6.3,3.3,7.2,3.8,6.6,120.8984,14.1304,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Naic,PH042115000,8.4,8.3,12.3,18.1,19.7,3.2,5.9,10.8,5.6,11.0,11.7,13.0,120.7947,14.2929,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Noveleta,PH042116000,3.0,3.4,8.6,34.8,32.5,19.4,1.3,4.7,1.6,5.2,5.8,11.3,120.8807,14.4356,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Rosario,PH042117000,5.9,7.5,5.6,22.4,22.7,23.5,3.7,8.1,4.7,10.3,3.4,7.8,120.8634,14.4136,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Silang,PH042118000,11.0,5.5,6.9,11.6,14.7,9.1,8.9,13.1,4.2,6.9,5.8,7.9,120.9877,14.2146,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,City of Tagaytay,PH042119000,5.6,6.6,5.9,18.4,19.2,15.7,3.9,7.3,4.5,8.6,4.4,7.4,120.9550,14.1161,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Tanza,PH042120000,5.4,6.8,9.0,17.8,20.1,12.2,3.8,7.0,4.6,9.1,7.2,10.8,120.8370,14.3481,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Ternate,PH042121000,16.5,9.0,15.2,16.8,31.1,24.4,11.9,21.0,4.4,13.7,9.1,21.2,120.6742,14.2636,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,City of Trece Martires (Capital),PH042122000,4.3,4.6,5.3,30.9,31.9,30.6,2.1,6.5,2.2,7.0,2.6,8.0,120.8694,14.2763,
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Gen. Mariano Alvarez,PH042123000,5.7,6.0,8.0,19.7,25.3,13.4,3.8,7.5,3.5,8.6,6.3,9.8,121.0168,14.3143,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Alaminos,PH043401000,6.4,2.1,2.7,25.5,23.2,20.2,3.7,9.1,1.3,2.9,1.8,3.6,121.2473,14.0432,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Bay,PH043402000,2.8,3.2,2.7,36.5,16.1,14.7,1.1,4.4,2.4,4.1,2.1,3.4,121.2534,14.1280,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,City of Biñan,PH043403000,1.7,7.9,5.2,43.1,12.4,11.8,0.5,2.9,6.3,9.5,4.2,6.2,121.0692,14.3071,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,City of Cabuyao,PH043404000,1.7,11.0,8.5,38.9,10.9,9.0,0.6,2.7,9.1,13.0,7.2,9.8,121.0943,14.2321,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,City of Calamba,PH043405000,2.0,3.4,3.0,25.9,20.2,17.4,1.2,2.9,2.3,4.6,2.1,3.8,121.1203,14.1872,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Calauan,PH043406000,12.0,13.0,9.7,16.1,25.7,22.7,8.8,15.2,7.5,18.5,6.1,13.3,121.2968,14.1330,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Cavinti,PH043407000,11.5,14.0,8.5,16.5,24.9,23.2,8.4,14.6,8.3,19.8,5.2,11.7,121.5529,14.2400,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Famy,PH043408000,11.0,15.7,10.2,22.6,21.3,20.3,6.9,15.0,10.2,21.1,6.8,13.6,121.4753,14.4969,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Kalayaan,PH043409000,12.8,14.5,11.9,39.4,39.6,15.9,4.5,21.0,5.1,24.0,8.8,15.0,121.5320,14.3331,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Liliw,PH043410000,7.6,9.9,3.9,19.2,19.7,22.7,5.2,10.0,6.7,13.1,2.5,5.4,121.4365,14.1416,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Los Baños,PH043411000,1.6,2.7,2.1,46.0,35.5,30.8,0.4,2.9,1.1,4.3,1.1,3.2,121.2244,14.1532,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Luisiana,PH043412000,8.2,7.3,8.6,17.9,30.4,25.2,5.7,10.6,3.6,10.9,5.0,12.1,121.5278,14.1882,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Lumban,PH043413000,7.2,8.7,7.9,23.5,23.2,24.3,4.4,9.9,5.4,12.0,4.7,11.0,121.4715,14.3003,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Mabitac,PH043414000,14.4,22.5,16.9,18.7,24.0,19.9,10.0,18.9,13.6,31.4,11.4,22.5,121.4025,14.4367,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Magdalena,PH043415000,13.8,19.5,16.4,15.2,17.2,8.9,10.3,17.2,14.0,25.0,14.0,18.8,121.4359,14.2067,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Majayjay,PH043416000,13.4,15.2,8.4,12.7,18.5,17.3,10.6,16.2,10.6,19.9,6.0,10.8,121.4804,14.1393,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Nagcarlan,PH043417000,7.3,10.0,5.6,16.9,19.6,9.8,5.2,9.3,6.8,13.3,4.7,6.5,121.4044,14.1342,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Paete,PH043418000,3.2,7.7,5.4,53.3,33.2,37.9,0.4,6.1,3.5,11.9,2.0,8.8,121.5349,14.3747,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Pagsanjan,PH043419000,2.8,7.2,4.9,32.9,24.7,23.6,1.3,4.4,4.3,10.1,3.0,6.8,121.4446,14.2579,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Pakil,PH043420000,8.9,12.7,11.9,24.6,21.7,19.7,5.3,12.5,8.1,17.2,8.0,15.8,121.5113,14.4004,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Pangil,PH043421000,7.4,16.2,8.6,29.3,25.8,26.8,3.8,11.0,9.3,23.0,4.8,12.4,121.4995,14.4332,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Pila,PH043422000,3.4,8.4,6.7,30.4,19.8,19.3,1.7,5.1,5.6,11.1,4.6,8.8,121.3653,14.2310,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Rizal,PH043423000,5.8,4.9,3.0,30.1,35.0,30.4,2.9,8.7,2.1,7.7,1.5,4.5,121.4034,14.0952,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,City of San Pablo,PH043424000,2.7,5.6,4.2,19.8,16.6,14.4,1.8,3.6,4.1,7.1,3.2,5.2,121.3302,14.0503,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,City of San Pedro,PH043425000,1.4,1.0,2.7,41.1,52.9,25.3,0.5,2.4,0.1,1.9,1.6,3.8,121.0404,14.3492,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Santa Cruz (Capital),PH043426000,2.3,5.3,4.6,33.5,25.1,24.1,1.0,3.6,3.1,7.4,2.8,6.4,121.4016,14.2606,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Santa Maria,PH043427000,16.8,20.6,16.6,12.2,16.8,9.7,13.4,20.2,14.9,26.2,13.9,19.2,121.4261,14.5108,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,City of Santa Rosa,PH043428000,1.5,1.9,2.4,40.1,36.1,30.8,0.5,2.4,0.8,3.0,1.2,3.6,121.0885,14.2608,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Siniloan,PH043429000,11.4,11.0,8.6,19.7,18.5,19.7,7.7,15.1,7.7,14.4,5.8,11.4,121.5214,14.5017,
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Victoria,PH043430000,3.7,8.6,4.4,39.1,27.5,33.6,1.3,6.1,4.7,12.5,2.0,6.8,121.3342,14.2053,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Agdangan,PH045601000,19.8,21.6,15.2,12.9,9.7,8.2,15.6,24.0,18.2,25.1,13.2,17.3,121.9238,13.8838,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Alabat,PH045602000,17.0,13.4,7.6,11.3,11.6,8.1,13.9,20.2,10.8,16.0,6.6,8.6,122.0288,14.1183,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Atimonan,PH045603000,12.7,37.3,27.5,11.1,8.0,7.1,10.4,15.0,32.4,42.3,24.3,30.7,121.8892,13.9850,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Buenavista,PH045605000,34.9,46.6,38.5,6.5,9.5,4.0,31.2,38.6,39.3,53.9,36.0,41.1,122.4324,13.7396,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Burdeos,PH045606000,39.3,50.8,40.9,9.6,12.2,13.0,33.1,45.5,40.6,60.9,32.1,49.6,121.9504,14.9270,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Calauag,PH045607000,25.8,28.1,24.5,6.8,11.8,12.1,22.9,28.6,22.7,33.6,19.6,29.3,122.2801,14.0544,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Candelaria,PH045608000,10.6,12.8,6.2,15.1,20.5,15.9,8.0,13.3,8.5,17.1,4.6,7.9,121.4272,13.9354,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Catanauan,PH045610000,27.8,30.6,26.2,7.1,9.8,9.1,24.6,31.1,25.6,35.5,22.3,30.1,122.3163,13.6440,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Dolores,PH045615000,13.3,13.7,9.5,18.4,25.1,19.4,9.3,17.4,8.1,19.4,6.5,12.5,121.3988,14.0038,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,General Luna,PH045616000,27.5,32.5,27.5,9.0,13.6,9.1,23.4,31.6,25.2,39.7,23.4,31.6,122.2239,13.6970,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,General Nakar,PH045617000,27.8,43.3,31.5,10.9,14.0,15.2,22.8,32.8,33.4,53.2,23.6,39.4,121.4619,14.8822,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Guinayangan,PH045618000,27.5,29.1,22.5,6.5,12.7,14.5,24.5,30.4,23.0,35.1,17.1,27.8,122.4333,13.8617,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Gumaca,PH045619000,16.7,13.1,13.1,9.3,19.5,13.1,14.2,19.3,8.9,17.3,10.3,15.9,122.1650,13.8593,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Infanta,PH045620000,15.0,13.7,11.9,15.2,18.1,20.7,11.3,18.8,9.6,17.7,7.9,16.0,121.6639,14.7275,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Jomalig,PH045621000,39.0,57.6,45.5,13.2,16.0,17.4,30.5,47.4,42.4,72.8,32.5,58.5,122.3764,14.7005,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Lopez,PH045622000,21.7,23.1,22.4,6.5,12.8,12.3,19.4,24.1,18.2,28.0,17.9,26.9,122.2972,13.8366,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Lucban,PH045623000,5.2,5.3,3.8,24.7,36.9,21.5,3.1,7.2,2.1,8.5,2.4,5.1,121.5696,14.1108,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,City of Lucena (Capital),PH045624000,3.6,6.6,5.9,24.7,21.0,19.4,2.1,5.1,4.3,8.8,4.0,7.8,121.6155,13.9368,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Macalelon,PH045625000,29.5,30.0,28.9,8.3,12.4,12.5,25.4,33.5,23.9,36.1,23.0,34.8,122.1858,13.7602,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Mauban,PH045627000,21.5,26.5,18.1,9.0,13.9,11.3,18.3,24.7,20.5,32.6,14.7,21.5,121.6999,14.2296,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Mulanay,PH045628000,31.5,39.7,34.3,7.9,10.8,9.4,27.4,35.6,32.6,46.7,29.0,39.6,122.4575,13.5255,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Padre Burgos,PH045629000,17.2,27.0,20.9,13.7,13.2,12.9,13.3,21.1,21.1,32.8,16.5,25.3,121.8522,13.9289,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Pagbilao,PH045630000,13.4,12.1,10.1,14.9,20.2,15.8,10.1,16.7,8.1,16.1,7.4,12.7,121.7271,14.0090,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Panukulan,PH045631000,34.5,42.4,39.5,9.5,13.6,14.0,29.1,39.9,32.9,51.9,30.4,48.5,121.8799,14.9725,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Patnanungan,PH045632000,36.0,55.4,45.2,15.8,14.9,18.0,26.7,45.3,41.8,69.0,31.8,58.5,122.1863,14.7948,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Perez,PH045633000,29.7,37.7,33.6,11.2,13.6,18.3,24.2,35.2,29.3,46.2,23.5,43.8,121.9584,14.1781,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Pitogo,PH045634000,24.2,28.1,25.4,8.2,12.3,14.2,20.9,27.4,22.4,33.8,19.5,31.3,122.0914,13.8097,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Plaridel,PH045635000,12.3,16.6,14.1,17.7,21.3,21.3,8.7,15.9,10.8,22.4,9.2,19.1,122.0130,13.9413,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Polillo,PH045636000,27.0,30.8,24.5,8.3,15.1,15.2,23.3,30.6,23.1,38.4,18.4,30.7,121.9941,14.7207,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Quezon,PH045637000,29.2,26.4,26.2,8.6,16.1,16.5,25.0,33.3,19.4,33.4,19.1,33.3,122.1239,14.0553,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Real,PH045638000,17.1,29.8,23.4,11.8,15.0,10.5,13.8,20.4,22.4,37.1,19.3,27.4,121.5811,14.5100,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Sampaloc,PH045639000,11.9,15.2,11.4,18.8,24.8,15.7,8.3,15.6,9.0,21.4,8.4,14.3,121.6332,14.1839,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,San Andres,PH045640000,39.0,54.7,43.8,13.3,14.0,15.2,30.5,47.5,42.1,67.3,32.8,54.7,122.6421,13.3403,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,San Antonio,PH045641000,16.7,24.0,19.2,14.4,15.8,11.0,12.7,20.6,17.8,30.3,15.8,22.7,121.2951,13.9005,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,San Francisco (Aurora),PH045642000,41.4,45.1,39.3,7.9,10.9,12.7,36.0,46.8,37.0,53.1,31.0,47.5,122.5718,13.2948,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,San Narciso,PH045644000,41.1,44.0,35.3,8.1,10.8,12.9,35.7,46.6,36.2,51.8,27.8,42.7,122.5338,13.5556,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Sariaya,PH045645000,14.5,23.2,19.8,11.8,12.4,7.3,11.7,17.3,18.5,28.0,17.4,22.2,121.5014,13.9289,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Tagkawayan,PH045646000,23.7,31.0,23.8,8.3,11.4,13.6,20.4,26.9,25.1,36.8,18.5,29.2,122.5384,14.0270,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,City of Tayabas,PH045647000,10.5,9.6,8.8,13.0,22.0,13.4,8.2,12.7,6.1,13.0,6.8,10.7,121.6154,14.0371,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Tiaong,PH045648000,13.8,13.9,8.6,13.5,17.1,17.1,10.7,16.8,10.0,17.8,6.2,11.0,121.3215,13.9556,
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Unisan,PH045649000,21.2,23.9,20.9,7.6,13.3,15.4,18.5,23.8,18.7,29.1,15.6,26.2,121.9998,13.8613,
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,Angono,PH045801000,2.4,3.3,4.3,49.4,20.8,20.9,0.5,4.4,2.2,4.5,2.8,5.8,121.1675,14.5423,
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,City of Antipolo (Capital),PH045802000,3.6,4.1,5.8,29.3,28.9,21.8,1.8,5.3,2.1,6.0,3.7,7.8,121.2363,14.6559,
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,Baras,PH045803000,11.4,9.1,8.5,24.8,27.8,25.6,6.8,16.1,5.0,13.3,4.9,12.1,121.2770,14.5751,
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,Binangonan,PH045804000,4.0,6.1,6.5,19.5,17.8,16.9,2.7,5.3,4.3,7.9,4.7,8.3,121.1945,14.4920,
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,Cainta,PH045805000,1.4,0.7,0.7,56.6,84.8,45.7,0.1,2.8,0.0,1.6,0.2,1.2,121.1168,14.5874,
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,Cardona,PH045806000,5.5,9.2,10.1,28.3,25.9,20.6,3.0,8.1,5.3,13.2,6.7,13.5,121.2447,14.3391,
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,Jala-Jala,PH045807000,15.7,19.7,17.7,16.0,19.9,20.3,11.6,19.8,13.3,26.2,11.8,23.6,121.3417,14.3480,
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,Rodriguez (Montalban),PH045808000,4.5,5.1,4.5,35.3,41.5,27.7,1.9,7.1,1.6,8.6,2.5,6.6,121.2185,14.7727,
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,Morong,PH045809000,2.2,3.5,4.9,50.0,46.3,31.4,0.4,4.1,0.8,6.2,2.4,7.5,121.2388,14.5338,
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,Pililla,PH045810000,5.9,10.8,8.0,33.3,29.3,29.3,2.7,9.1,5.6,16.0,4.1,11.8,121.3433,14.4539,
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,San Mateo,PH045811000,2.2,3.1,5.4,37.6,32.6,26.6,0.8,3.5,1.4,4.8,3.0,7.7,121.1610,14.6828,
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,Tanay,PH045812000,10.5,10.2,11.6,18.9,23.7,18.2,7.3,13.8,6.2,14.2,8.1,15.1,121.3593,14.6039,
