Region Code: AS
"Region Name: Asia"
Country Code: PHL
"Country Name: Philippines"
Export date: 4/17/2026 7:42:03 AM
Source location: "WHO Mortality Database portal"
Metadata information: 

Indicator Code,Indicator Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
CG0150,Measles,2001,Male,Age_all,[All],989.00000000,0.43784504,1.60813120,2.46607077,
CG0160,Tetanus,2001,Male,Age_all,[All],558.00000000,0.24703492,1.97405432,1.39137259,
CG0170,Meningitis,2001,Male,Age_all,[All],1150.00000000,0.50912214,2.61695065,2.86752415,
CG0180,Hepatitis B,2001,Male,Age_all,[All],538.00000000,0.23818062,2.04798491,1.34150260,
CG0190,Hepatitis C,2001,Male,Age_all,[All],5.00000000,0.00221357,0.01711290,0.01246750,
CG0200,Malaria,2001,Male,Age_all,[All],192.00000000,0.08500126,0.69082704,0.47875186,
CG0210,Tropical-cluster diseases,2001,Male,Age_all,[All],160.00000000,0.07083438,0.73270841,0.39895988,
CG0220,Trypanosomiasis,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0230,Chagas disease,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0240,Schistosomiasis,2001,Male,Age_all,[All],159.00000000,0.07039167,0.72242771,0.39646638,
CG0250,Leishmaniasis,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0260,lymphatic filariasis,2001,Male,Age_all,[All],1.00000000,0.00044271,0.01028070,0.00249350,
CG0270,Onchocerciasis,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0280,Leprosy,2001,Male,Age_all,[All],50.00000000,0.02213575,0.26283013,0.12467496,
CG0290,Dengue,2001,Male,Age_all,[All],309.00000000,0.13679891,0.65845567,0.77049127,
CG0300,Japanese encephalitis,2001,Male,Age_all,[All],1.00000000,0.00044271,0.00178430,0.00249350,
CG0310,Trachoma,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0320,Intestinal nematode infections,2001,Male,Age_all,[All],21.00000000,0.00929701,0.04838701,0.05236348,
CG0330,Ascariasis,2001,Male,Age_all,[All],15.00000000,0.00664072,0.02797304,0.03740249,
CG0340,Trichuriasis,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0350,Hookworm disease,2001,Male,Age_all,[All],5.00000000,0.00221357,0.01706153,0.01246750,
CG0360,Other intestinal infections,2001,Male,Age_all,[All],1.00000000,0.00044271,0.00335244,0.00249350,
CG0370,Other infectious diseases,2001,Male,Age_all,[All],3374.00000000,1.49372009,13.48651527,8.41306650,
CG0380,Respiratory infections,2001,Male,Age_all,[All],18027.00000000,7.98082159,118.88125901,44.95031117,
CG0390,Lower respiratory infections,2001,Male,Age_all,[All],17928.00000000,7.93699281,118.58134366,44.70345474,
CG0400,Upper respiratory infections,2001,Male,Age_all,[All],39.00000000,0.01726588,0.14244627,0.09724647,
CG0410,Otitis media,2001,Male,Age_all,[All],60.00000000,0.02656289,0.15746909,0.14960996,
CG0490,Perinatal conditions,2001,Male,Age_all,[All],8842.00000000,3.91448519,13.84189431,22.04752046,
CG0500,Low birth weight,2001,Male,Age_all,[All],631.00000000,0.27935310,0.98781218,1.57339803,
CG0510,Birth asphyxia and birth trauma,2001,Male,Age_all,[All],534.00000000,0.23640976,0.83596150,1.33152861,
CG0520,Other perinatal conditions,2001,Male,Age_all,[All],7677.00000000,3.39872232,12.01812063,19.14259382,
CG0530,Nutritional deficiencies,2001,Male,Age_all,[All],2270.00000000,1.00496283,13.85163566,5.66024332,
CG0540,Protein-energy malnutrition,2001,Male,Age_all,[All],1157.00000000,0.51222114,6.53135655,2.88497864,
CG0550,Iodine deficiency,2001,Male,Age_all,[All],2.00000000,0.00088543,0.01065221,0.00498700,
CG0560,Vitamin A deficiency,2001,Male,Age_all,[All],2.00000000,0.00088543,0.00691322,0.00498700,
CG0570,Iron-deficiency anaemia,2001,Male,Age_all,[All],912.00000000,0.40375599,5.70346498,2.27407133,
CG0580,Other nutritional disorders,2001,Male,Age_all,[All],197.00000000,0.08721484,1.59924870,0.49121935,
CG0590,Noncommunicable diseases,2001,Male,Age_all,[All],133297.00000000,59.01256868,789.63200839,332.37597092,
CG0600,Malignant neoplasms,2001,Male,Age_all,[All],20187.00000000,8.93708578,109.83338731,50.33626957,
CG0610,Mouth and oropharynx cancers,2001,Male,Age_all,[All],1264.00000000,0.55959164,6.84918768,3.15178307,
CG0611,a. Lip and oral cavity cancers,2001,Male,Age_all,[All],387.00000000,0.17133067,2.17269265,0.96498421,
CG0612,b. Nasopharynx cancers,2001,Male,Age_all,[All],337.00000000,0.14919492,1.59944234,0.84030925,
CG0613,c. Other pharynx cancer,2001,Male,Age_all,[All],540.00000000,0.23906605,3.07705269,1.34648960,
CG0620,Oesophagus cancer,2001,Male,Age_all,[All],280.00000000,0.12396017,1.61708893,0.69817979,
CG0630,Stomach cancer,2001,Male,Age_all,[All],864.00000000,0.38250568,5.03745962,2.15438336,
CG0640,Colon and rectum cancers,2001,Male,Age_all,[All],1381.00000000,0.61138928,7.99836139,3.44352248,
CG0650,Liver cancer,2001,Male,Age_all,[All],3551.00000000,1.57208063,18.21761178,8.85441587,
CG0660,Pancreas cancer,2001,Male,Age_all,[All],467.00000000,0.20674786,2.81956128,1.16446415,
CG0670,"Trachea, bronchus, lung cancers",2001,Male,Age_all,[All],4988.00000000,2.20826195,28.29003434,12.43757431,
CG0680,Melanoma and other skin cancers,2001,Male,Age_all,[All],110.00000000,0.04869864,0.67609551,0.27428492,
CG0681,a. Malignant skin melanoma,2001,Male,Age_all,[All],35.00000000,0.01549502,0.21834408,0.08727247,
CG0682,b. Non-melanoma skin cancer,2001,Male,Age_all,[All],75.00000000,0.03320362,0.45775144,0.18701244,
CG0690,Breast cancer,2001,Male,Age_all,[All],106.00000000,0.04692778,0.54498885,0.26431092,
CG0730,Prostate cancer,2001,Male,Age_all,[All],1172.00000000,0.51886187,9.45556906,2.92238113,
CG0731,Testicular cancer,2001,Male,Age_all,[All],48.00000000,0.02125032,0.17672729,0.11968796,
CG0732,Kidney cancer,2001,Male,Age_all,[All],222.00000000,0.09828271,1.18353275,0.55355684,
CG0740,Bladder cancer,2001,Male,Age_all,[All],226.00000000,0.10005357,1.43131403,0.56353083,
CG0741,Brain and nervous system cancers,2001,Male,Age_all,[All],789.00000000,0.34930206,3.14903295,1.96737092,
CG0742,Gallbladder and biliary tract cancer,2001,Male,Age_all,[All],65.00000000,0.02877647,0.39167269,0.16207745,
CG0743,Larynx cancer,2001,Male,Age_all,[All],290.00000000,0.12838732,1.71301126,0.72311479,
CG0744,Thyroid cancer,2001,Male,Age_all,[All],151.00000000,0.06684995,0.87781804,0.37651839,
CG0745,Mesothelioma,2001,Male,Age_all,[All],4.00000000,0.00177086,0.01816312,0.00997400,
CG0750,"Lymphomas, multiple myeloma",2001,Male,Age_all,[All],588.00000000,0.26031636,2.75420776,1.46617757,
CG0751,a. Hodgkin lymphoma,2001,Male,Age_all,[All],54.00000000,0.02390660,0.25819073,0.13464896,
CG0752,b. Non-Hodgkin lymphoma,2001,Male,Age_all,[All],486.00000000,0.21515944,2.22856527,1.21184064,
CG0753,c. Multiple myeloma,2001,Male,Age_all,[All],48.00000000,0.02125032,0.26745177,0.11968796,
CG0760,Leukaemia,2001,Male,Age_all,[All],1139.00000000,0.50425228,3.93515983,2.84009566,
CG0780,Other neoplasms,2001,Male,Age_all,[All],198.00000000,0.08765755,1.00618655,0.49371285,
CG0790,Diabetes mellitus,2001,Male,Age_all,[All],5982.00000000,2.64832056,35.44460971,14.91611258,
CG0800,Endocrine disorders,2001,Male,Age_all,[All],1599.00000000,0.70790113,7.94570682,3.98710532,
CG0810,Neuropsychiatric conditions,2001,Male,Age_all,[All],2563.00000000,1.13467830,9.96550209,6.39083860,
CG0820,Unipolar depressive disorders,2001,Male,Age_all,[All],12.00000000,0.00531258,0.04335854,0.02992199,
CG0830,Bipolar disorder,2001,Male,Age_all,[All],2.00000000,0.00088543,0.00488352,0.00498700,
CG0840,Schizophrenia,2001,Male,Age_all,[All],93.00000000,0.04117249,0.39399276,0.23189543,
CG0850,Epilepsy,2001,Male,Age_all,[All],751.00000000,0.33247889,2.01089357,1.87261794,
CG0860,Alcohol use disorders,2001,Male,Age_all,[All],421.00000000,0.18638297,1.67218496,1.04976319,
CG0870,Alzheimer and other dementias,2001,Male,Age_all,[All],237.00000000,0.10492343,1.67389797,0.59095932,
CG0880,Parkinson disease,2001,Male,Age_all,[All],131.00000000,0.05799565,1.02991233,0.32664840,
CG0890,Multiple sclerosis,2001,Male,Age_all,[All],9.00000000,0.00398443,0.04408744,0.02244149,
CG0900,Drug use disorders,2001,Male,Age_all,[All],26.00000000,0.01151059,0.08443503,0.06483098,
CG0910,Post-traumatic stress disorder,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0920,Obsessive-compulsive disorder,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0930,Panic disorder,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0940,Insomnia (primary),2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0950,Migraine,2001,Male,Age_all,[All],2.00000000,0.00088543,0.00436467,0.00498700,
CG0960,Mental Retardation,2001,Male,Age_all,[All],1.00000000,0.00044271,0.00178430,0.00249350,
CG0970,Other neuropsychiatric disorders,2001,Male,Age_all,[All],878.00000000,0.38870369,3.00170701,2.18929235,
CG0980,Sense organ diseases,2001,Male,Age_all,[All],35.00000000,0.01549502,0.15565345,0.08727247,
CG0990,Glaucoma,2001,Male,Age_all,[All],2.00000000,0.00088543,0.01587470,0.00498700,
CG1000,Cataracts,2001,Male,Age_all,[All],1.00000000,0.00044271,0.00854561,0.00249350,
CG1010,"Vision disorders, age-related",2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1020,"Hearing loss, adult onset ",2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1030,Other sense organ disorders,2001,Male,Age_all,[All],32.00000000,0.01416688,0.13123314,0.07979198,
CG1040,Cardiovascular diseases,2001,Male,Age_all,[All],66113.00000000,29.26921051,419.90886694,164.85271660,
CG1050,Rheumatic heart disease,2001,Male,Age_all,[All],1075.00000000,0.47591852,3.03038664,2.68051170,
CG1060,Hypertensive heart disease,2001,Male,Age_all,[All],5121.00000000,2.26714303,33.44238536,12.76920971,
CG1070,Ischaemic heart disease,2001,Male,Age_all,[All],21820.00000000,9.66003922,135.78598751,54.40815386,
CG1080,Cerebrovascular disease,2001,Male,Age_all,[All],13514.00000000,5.98284922,85.13659883,33.69714901,
CG1090,Inflammatory heart diseases,2001,Male,Age_all,[All],612.00000000,0.27094152,3.22920220,1.52602155,
CG1110,Respiratory diseases,2001,Male,Age_all,[All],12762.00000000,5.64992762,83.83903144,31.82203756,
CG1120,Chronic obstructive pulmonary disease,2001,Male,Age_all,[All],6651.00000000,2.94449683,48.26021819,16.58426358,
CG1130,Asthma,2001,Male,Age_all,[All],4674.00000000,2.06924947,27.72456569,11.65461554,
CG1140,Other respiratory diseases,2001,Male,Age_all,[All],1437.00000000,0.63618132,7.85424756,3.58315844,
CG1150,Digestive diseases,2001,Male,Age_all,[All],13177.00000000,5.83365430,66.26550073,32.85683975,
CG1160,Peptic ulcer disease,2001,Male,Age_all,[All],4012.00000000,1.77617220,24.54274565,10.00391903,
CG1170,Cirrhosis of the liver,2001,Male,Age_all,[All],4072.00000000,1.80273509,19.29220729,10.15352899,
CG1180,Appendicitis,2001,Male,Age_all,[All],180.00000000,0.07968868,0.66340988,0.44882987,
CG1181,Gastritis and duodenitis,2001,Male,Age_all,[All],130.00000000,0.05755294,0.77594992,0.32415490,
CG1182,Paralytic ileus and intestinal obstruction,2001,Male,Age_all,[All],488.00000000,0.21604487,2.37315625,1.21682764,
CG1183,Inflammatory bowel disease,2001,Male,Age_all,[All],192.00000000,0.08500126,1.16183152,0.47875186,
CG1184,Gallbladder and biliary diseases,2001,Male,Age_all,[All],251.00000000,0.11112144,1.41318919,0.62586831,
CG1185,Pancreatitis,2001,Male,Age_all,[All],1957.00000000,0.86639307,6.48088730,4.87977805,
CG1190,Other digestive diseases,2001,Male,Age_all,[All],1895.00000000,0.83894474,9.56212373,4.72518110,
CG1200,Genitourinary diseases,2001,Male,Age_all,[All],7099.00000000,3.14283311,40.88598015,17.70135125,
CG1210,Nephritis and nephrosis,2001,Male,Age_all,[All],5725.00000000,2.53454283,31.02610486,14.27528327,
CG1220,Benign prostatic hypertrophy,2001,Male,Age_all,[All],380.00000000,0.16823166,3.55456597,0.94752972,
CG1230,Other genitourinary system diseases,2001,Male,Age_all,[All],994.00000000,0.44005862,6.30530932,2.47853826,
CG1240,Skin diseases,2001,Male,Age_all,[All],636.00000000,0.28156668,4.25408494,1.58586553,
CG1250,Musculoskeletal diseases,2001,Male,Age_all,[All],798.00000000,0.35328649,6.14103263,1.98981241,
CG1260,Rheumatoid arthritis,2001,Male,Age_all,[All],220.00000000,0.09739728,1.90729355,0.54856984,
CG1270,Osteoarthritis,2001,Male,Age_all,[All],136.00000000,0.06020923,1.21259706,0.33911590,
CG1280,Gout,2001,Male,Age_all,[All],126.00000000,0.05578208,0.79666208,0.31418091,
CG1290,Back pain,2001,Male,Age_all,[All],8.00000000,0.00354172,0.05845105,0.01994799,
CG1300,Other musculoskeletal disorders,2001,Male,Age_all,[All],308.00000000,0.13635619,2.16602889,0.76799777,
CG1310,Congenital anomalies,2001,Male,Age_all,[All],2008.00000000,0.88897153,3.66278934,5.00694651,
CG1320,Abdominal wall defect,2001,Male,Age_all,[All],12.00000000,0.00531258,0.02454927,0.02992199,
CG1330,Anencephaly,2001,Male,Age_all,[All],17.00000000,0.00752615,0.02663382,0.04238949,
CG1340,Anorectal atresia,2001,Male,Age_all,[All],37.00000000,0.01638045,0.05881522,0.09225947,
CG1350,Cleft lip,2001,Male,Age_all,[All],1.00000000,0.00044271,0.00156547,0.00249350,
CG1360,Cleft palate,2001,Male,Age_all,[All],13.00000000,0.00575529,0.02039275,0.03241549,
CG1370,Oesophageal atresia,2001,Male,Age_all,[All],3.00000000,0.00132814,0.01046003,0.00748050,
CG1380,Renal agenesis,2001,Male,Age_all,[All],2.00000000,0.00088543,0.00356558,0.00498700,
CG1390,Down syndrome,2001,Male,Age_all,[All],75.00000000,0.03320362,0.14270650,0.18701244,
CG1400,Congenital heart anomalies,2001,Male,Age_all,[All],1265.00000000,0.56003435,2.31045947,3.15427656,
CG1410,Spina bifida,2001,Male,Age_all,[All],17.00000000,0.00752615,0.02703211,0.04238949,
CG1420,Other Congenital anomalies,2001,Male,Age_all,[All],566.00000000,0.25057664,1.03660912,1.41132058,
CG1430,Oral conditions,2001,Male,Age_all,[All],34.00000000,0.01505231,0.15773635,0.08477897,
CG1440,Dental caries,2001,Male,Age_all,[All],1.00000000,0.00044271,0.00534645,0.00249350,
CG1450,Periodontal disease,2001,Male,Age_all,[All],4.00000000,0.00177086,0.01684108,0.00997400,
CG1460,Edentulism,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1470,Other oral diseases,2001,Male,Age_all,[All],29.00000000,0.01283873,0.13554882,0.07231148,
CG1475,Sudden infant death syndrome,2001,Male,Age_all,[All],106.00000000,0.04692778,0.16593992,0.26431092,
CG1480,Injuries,2001,Male,Age_all,[All],26485.00000000,11.72530426,84.03108551,66.04032791,
CG1490,Unintentional injuries,2001,Male,Age_all,[All],10309.00000000,4.56394795,33.05552877,25.70548388,
CG1500,Road traffic accidents,2001,Male,Age_all,[All],3955.00000000,1.75093745,12.81409411,9.86178957,
CG1510,Poisonings,2001,Male,Age_all,[All],121.00000000,0.05356850,0.39517302,0.30171341,
CG1520,Falls,2001,Male,Age_all,[All],866.00000000,0.38339111,3.99752989,2.15937036,
CG1530,Fires,2001,Male,Age_all,[All],302.00000000,0.13369990,0.94757685,0.75303678,
CG1540,Drownings,2001,Male,Age_all,[All],2296.00000000,1.01647342,6.25935891,5.72507430,
CG1541,Exposure to mechanical forces,2001,Male,Age_all,[All],182.00000000,0.08057411,0.54869934,0.45381687,
CG1542,Natural disasters,2001,Male,Age_all,[All],284.00000000,0.12573103,0.87954651,0.70815379,
CG1550,Other unintentional injuries,2001,Male,Age_all,[All],2303.00000000,1.01957243,7.21355014,5.74252880,
CG1560,Intentional injuries,2001,Male,Age_all,[All],12869.00000000,5.69729811,39.47110632,32.08884198,
CG1570,Self-inflicted injuries,2001,Male,Age_all,[All],927.00000000,0.41039672,2.86095704,2.31147381,
CG1580,Violence,2001,Male,Age_all,[All],11761.00000000,5.20677000,36.10246772,29.32604480,
CG1590,War,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1600,Other intentional injuries,2001,Male,Age_all,[All],181.00000000,0.08013140,0.50768156,0.45132337,
CG1610,Ill-defined diseases,2001,Male,Age_all,[All],7848.00000000,3.47442657,58.27872915,19.56898220,
CG0768,Ill-defined malignant neoplasms,2001,Male,Age_all,[All],868.00000000,0.38427654,4.64261465,2.16435736,
CG0769,Other malignant neoplasms,2001,Male,Age_all,[All],1614.00000000,0.71454186,8.05417449,4.02450781,
CG0789,Diabetes mellitus and endocrine disorders,2001,Male,Age_all,[All],7581.00000000,3.35622169,43.39031653,18.90321789,
CG1098,Ill-defined circulatory diseases,2001,Male,Age_all,[All],22148.00000000,9.80524971,147.80829351,55.22602162,
CG1099,Other circulatory diseases,2001,Male,Age_all,[All],1823.00000000,0.80706927,11.47601290,4.54564915,
CG1605,Ill-defined injuries/accidents,2001,Male,Age_all,[All],3307.00000000,1.46405819,11.50445042,8.24600205,
CG0395,COVID-19,2001,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0000,All Causes,2001,Female,Age_all,[All],155955.00000000,100.00000000,721.44519952,394.13842082,
CG0010,"Communicable, maternal, perinatal and nutritional conditions",2001,Female,Age_all,[All],44046.00000000,28.24276234,177.97443250,111.31557746,
CG0020,Infectious and parasitic diseases,2001,Female,Age_all,[All],16358.00000000,10.48892309,61.86296509,41.34087582,
CG0030,Tuberculosis,2001,Female,Age_all,[All],8872.00000000,5.68882049,39.52368051,22.42182726,
CG0040,STDs excluding HIV,2001,Female,Age_all,[All],32.00000000,0.02051874,0.10219135,0.08087224,
CG0050,Syphilis,2001,Female,Age_all,[All],1.00000000,0.00064121,0.00164718,0.00252726,
CG0060,Chlamydia,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0070,Gonorrhoea,2001,Female,Age_all,[All],1.00000000,0.00064121,0.00490629,0.00252726,
CG0080,Other STDs,2001,Female,Age_all,[All],30.00000000,0.01923632,0.09563789,0.07581772,
CG0090,HIV/AIDS,2001,Female,Age_all,[All],6.00000000,0.00384726,0.02387573,0.01516354,
CG0100,Diarrhoeal diseases,2001,Female,Age_all,[All],2310.00000000,1.48119650,6.69875176,5.83796449,
CG0110,Childhood-cluster diseases,2001,Female,Age_all,[All],1000.00000000,0.64121061,2.02548221,2.52725736,
CG0120,Pertussis,2001,Female,Age_all,[All],1.00000000,0.00064121,0.00164718,0.00252726,
CG0130,Poliomyelitis,2001,Female,Age_all,[All],7.00000000,0.00448847,0.01798713,0.01769080,
CG0140,Diphtheria,2001,Female,Age_all,[All],11.00000000,0.00705332,0.01879214,0.02779983,
CG0150,Measles,2001,Female,Age_all,[All],798.00000000,0.51168606,1.36024060,2.01675137,
CG0160,Tetanus,2001,Female,Age_all,[All],183.00000000,0.11734154,0.62681517,0.46248810,
CG0170,Meningitis,2001,Female,Age_all,[All],870.00000000,0.55785323,1.88917993,2.19871390,
CG0180,Hepatitis B,2001,Female,Age_all,[All],236.00000000,0.15132570,0.88394892,0.59643274,
CG0190,Hepatitis C,2001,Female,Age_all,[All],6.00000000,0.00384726,0.02729041,0.01516354,
CG0200,Malaria,2001,Female,Age_all,[All],84.00000000,0.05386169,0.29516269,0.21228962,
CG0210,Tropical-cluster diseases,2001,Female,Age_all,[All],105.00000000,0.06732711,0.42905444,0.26536202,
CG0220,Trypanosomiasis,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0230,Chagas disease,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0240,Schistosomiasis,2001,Female,Age_all,[All],105.00000000,0.06732711,0.42905444,0.26536202,
CG0250,Leishmaniasis,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0260,lymphatic filariasis,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0270,Onchocerciasis,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0280,Leprosy,2001,Female,Age_all,[All],18.00000000,0.01154179,0.07925550,0.04549063,
CG0290,Dengue,2001,Female,Age_all,[All],332.00000000,0.21288192,0.65228389,0.83904944,
CG0300,Japanese encephalitis,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0310,Trachoma,2001,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0320,Intestinal nematode infections,2001,Female,Age_all,[All],18.00000000,0.01154179,0.03919197,0.04549063,
