,2015,2015_lower, 2015_upper, 2015_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote
Bolivia (Plurinational State of),,,,,,,,,,,,,,,,,,,,,70 ,59 , 83,,,,,,,,,,71 ,60 , 85,,,,,,,,,,73 ,62 , 87,,,,,,,,,,74 ,63 , 88,,,,,,,,,,73 ,62 , 87,,,,,,,,,,83 ,71 , >98,,,,,,,,,,81 ,69 , 97,,,,,,,,,,86 ,73 , >98,,,,,,,,,,83 ,70 , >98,
Bosnia and Herzegovina,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,
Botswana,84 ,79 , 89,,90 ,84 , 95,,,,,,87 ,81 , 91,,93 ,87 , 98,,,,,,89 ,84 , 94,,94 ,88 , >98,,,,,,93 ,88 , >98,,97 ,91 , >98,,97 ,92 , >98,,95 ,90 , >98,,96 ,91 , >98,,97 ,91 , >98,,95 ,90 , >98,,98 ,92 , >98,,>98 ,93 , >98,,96 ,91 , >98,,>98 ,94 , >98,,>98 ,93 , >98,,97 ,92 , >98,,>98 ,94 , >98,,>98 ,94 , >98,,98 ,92 , >98,,>98 ,94 , >98,,>98 ,93 , >98,,>98 ,92 , >98,,>98 ,94 , >98,,>98 ,93 , >98,
Brazil,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Brunei Darussalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,93 ,81 , >98,"Children estimates were not available at the time of publication.",42 ,37 , 47,"Children estimates were not available at the time of publication.",93 ,81 , >98,"Children estimates were not available at the time of publication.",93 ,82 , >98,"Children estimates were not available at the time of publication.",43 ,38 , 47,"Children estimates were not available at the time of publication.",89 ,79 , 98,"Children estimates were not available at the time of publication.",94 ,83 , >98,"Children estimates were not available at the time of publication.",45 ,41 , 50,"Children estimates were not available at the time of publication.",90 ,80 , >98,"Children estimates were not available at the time of publication.",94 ,84 , >98,"Children estimates were not available at the time of publication.",48 ,43 , 53,"Children estimates were not available at the time of publication.",56 ,50 , 61,"Children estimates were not available at the time of publication.",94 ,84 , >98,"Children estimates were not available at the time of publication.",50 ,45 , 55,"Children estimates were not available at the time of publication.",96 ,86 , >98,"Children estimates were not available at the time of publication.",95 ,85 , >98,"Children estimates were not available at the time of publication.",52 ,47 , 58,"Children estimates were not available at the time of publication.",94 ,85 , >98,"Children estimates were not available at the time of publication.",95 ,84 , >98,"Children estimates were not available at the time of publication.",53 ,47 , 59,"Children estimates were not available at the time of publication.",98 ,87 , >98,"Children estimates were not available at the time of publication.",>98 ,89 , >98,"Children estimates were not available at the time of publication.",57 ,51 , 63,"Children estimates were not available at the time of publication.",96 ,86 , >98,"Children estimates were not available at the time of publication.",96 ,86 , >98,"Children estimates were not available at the time of publication.",57 ,50 , 63,"Children estimates were not available at the time of publication.",95 ,84 , >98,"Children estimates were not available at the time of publication.",96 ,85 , >98,"Children estimates were not available at the time of publication.",61 ,54 , 68,"Children estimates were not available at the time of publication.",94 ,84 , >98,"Children estimates were not available at the time of publication."
Burkina Faso,82 ,71 , 94,,88 ,77 , >98,,,,,,85 ,73 , 97,,94 ,82 , >98,,,,,,87 ,75 , >98,,98 ,85 , >98,,... ,... , ...,,88 ,76 , >98,,94 ,81 , >98,,... ,... , ...,,94 ,80 , >98,,>98 ,86 , >98,,... ,... , ...,,91 ,79 , >98,,92 ,79 , >98,,... ,... , ...,,92 ,80 , >98,,97 ,84 , >98,,90 ,78 , >98,,93 ,81 , >98,,>98 ,86 , >98,,86 ,74 , >98,,95 ,81 , >98,,>98 ,86 , >98,,92 ,79 , >98,,>98 ,84 , >98,,>98 ,86 , >98,,91 ,77 , >98,
Burundi,87 ,77 , >98,,65 ,58 , 75,,,,,,89 ,80 , >98,,79 ,71 , 91,,,,,,91 ,81 , >98,,87 ,78 , >98,,,,,,93 ,83 , >98,,90 ,80 , >98,,... ,... , ...,,94 ,84 , >98,,96 ,86 , >98,,... ,... , ...,,95 ,85 , >98,,98 ,88 , >98,,91 ,82 , >98,,96 ,86 , >98,,>98 ,89 , >98,,93 ,84 , >98,,97 ,86 , >98,,>98 ,89 , >98,,94 ,84 , >98,,97 ,86 , >98,,>98 ,88 , >98,,89 ,79 , >98,,>98 ,88 , >98,,>98 ,90 , >98,,94 ,84 , >98,
Cabo Verde,60 ,53 , 71,,>98 ,88 , >98,,,,,,63 ,55 , 74,,>98 ,88 , >98,,,,,,75 ,66 , 88,,>98 ,87 , >98,,,,,,85 ,74 , >98,,>98 ,87 , >98,,,,,,89 ,77 , >98,,>98 ,86 , >98,,47 ,41 , 56,,95 ,81 , >98,,>98 ,86 , >98,,34 ,29 , 40,,>98 ,87 , >98,,>98 ,85 , >98,,53 ,45 , 64,,>98 ,83 , >98,,>98 ,84 , >98,,71 ,60 , 86,,94 ,78 , >98,,>98 ,83 , >98,,80 ,66 , 97,,>98 ,81 , >98,,>98 ,82 , >98,,73 ,60 , 90,
Cambodia,72 ,63 , 81,,96 ,84 , >98,,,,,,74 ,64 , 84,,>98 ,85 , >98,,,,,,77 ,66 , 87,,>98 ,85 , >98,,95 ,82 , >98,,80 ,68 , 91,,>98 ,85 , >98,,96 ,83 , >98,,82 ,71 , 95,,>98 ,85 , >98,,97 ,83 , >98,,83 ,71 , 97,,>98 ,85 , >98,,98 ,83 , >98,,83 ,70 , 97,,>98 ,84 , >98,,98 ,83 , >98,,85 ,71 , >98,,>98 ,83 , >98,,98 ,82 , >98,,87 ,72 , >98,,>98 ,82 , >98,,>98 ,81 , >98,,89 ,72 , >98,,>98 ,81 , >98,,>98 ,80 , >98,
Cameroon,45 ,42 , 49,,80 ,74 , 88,,,,,,51 ,48 , 56,,85 ,79 , 94,,,,,,59 ,54 , 65,,92 ,86 , >98,,... ,... , ...,,64 ,60 , 72,,95 ,88 , >98,,... ,... , ...,,69 ,64 , 77,,97 ,89 , >98,,... ,... , ...,,75 ,69 , 84,,>98 ,91 , >98,,85 ,78 , 95,,82 ,75 , 92,,>98 ,91 , >98,,93 ,85 , >98,,89 ,81 , >98,,>98 ,91 , >98,,90 ,82 , >98,,93 ,85 , >98,,>98 ,91 , >98,,94 ,85 , >98,,95 ,86 , >98,,>98 ,91 , >98,,93 ,85 , >98,
Canada,,,,,,,,,,,,,87 ,73 , >98,,81 ,68 , 94,,91 ,76 , >98,,,,,,,,,,,,,,86 ,72 , >98,,87 ,73 , >98,,91 ,76 , >98,,,,,,,,,,,,,,86 ,72 , >98,,87 ,72 , >98,,90 ,75 , >98,,,,,,,,,,,,,,86 ,71 , >98,,84 ,69 , 98,,92 ,76 , >98,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,>98 ,84 , >98,,24 ,20 , 28,,,,,,>98 ,84 , >98,,35 ,30 , 42,,,,,,>98 ,83 , >98,,40 ,33 , 48,,,,,,>98 ,83 , >98,,43 ,36 , 52,,... ,... , ...,,>98 ,82 , >98,,52 ,43 , 64,,... ,... , ...,,>98 ,82 , >98,,55 ,45 , 68,,... ,... , ...,,>98 ,81 , >98,,62 ,50 , 78,,... ,... , ...,,>98 ,80 , >98,,67 ,54 , 85,,... ,... , ...,,94 ,75 , >98,,75 ,60 , 97,,... ,... , ...,,91 ,72 , >98,,80 ,63 , >98,,... ,... , ...,
Chad,50 ,42 , 59,,81 ,69 , 96,,,,,,55 ,46 , 65,,80 ,68 , 96,,,,,,59 ,50 , 70,,80 ,68 , 96,,... ,... , ...,,63 ,53 , 74,,76 ,64 , 89,,... ,... , ...,,66 ,55 , 78,,75 ,63 , 88,,... ,... , ...,,70 ,59 , 82,,78 ,66 , 92,,... ,... , ...,,73 ,62 , 86,,81 ,68 , 95,,... ,... , ...,,75 ,63 , 89,,82 ,69 , 97,,... ,... , ...,,78 ,65 , 92,,84 ,71 , >98,,... ,... , ...,,80 ,67 , 94,,90 ,76 , >98,,... ,... , ...,
Chile,91 ,84 , 97,,66 ,61 , 70,,77 ,71 , 82,,91 ,84 , 97,,62 ,57 , 67,,85 ,78 , 91,,92 ,85 , >98,,66 ,61 , 71,,86 ,80 , 92,,93 ,86 , >98,,70 ,65 , 75,,90 ,83 , 95,,94 ,87 , >98,,73 ,67 , 77,,87 ,81 , 93,,94 ,87 , >98,,73 ,68 , 77,,89 ,83 , 95,,94 ,88 , >98,,70 ,66 , 75,,96 ,89 , >98,,95 ,88 , >98,,70 ,65 , 75,,96 ,89 , >98,,95 ,88 , >98,,69 ,64 , 74,,93 ,86 , >98,,95 ,88 , >98,,66 ,61 , 70,,93 ,86 , >98,
China,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Colombia,65 ,55 , 79,,91 ,77 , >98,,80 ,68 , 96,,70 ,59 , 85,,91 ,77 , >98,,80 ,68 , 97,,77 ,64 , 93,,79 ,67 , 97,,83 ,70 , >98,,81 ,67 , >98,,83 ,68 , >98,,85 ,70 , >98,,84 ,68 , >98,,88 ,72 , >98,,86 ,70 , >98,,85 ,69 , >98,,89 ,72 , >98,,88 ,71 , >98,,83 ,67 , >98,,87 ,70 , >98,,88 ,70 , >98,,92 ,73 , >98,,83 ,66 , >98,,89 ,71 , >98,,96 ,76 , >98,,81 ,64 , >98,,90 ,71 , >98,,94 ,73 , >98,,... ,... , ...,,,,,
Comoros,46 ,28 , 91,"Children estimates were not available at the time of publication.",86 ,53 , >98,"Children estimates were not available at the time of publication.",,,,,54 ,33 , >98,"Children estimates were not available at the time of publication.",98 ,59 , >98,"Children estimates were not available at the time of publication.",,,,,59 ,35 , >98,"Children estimates were not available at the time of publication.",91 ,54 , >98,"Children estimates were not available at the time of publication.",,,,,63 ,37 , >98,"Children estimates were not available at the time of publication.",90 ,53 , >98,"Children estimates were not available at the time of publication.",94 ,56 , >98,"Children estimates were not available at the time of publication.",69 ,42 , >98,"Children estimates were not available at the time of publication.",>98 ,60 , >98,"Children estimates were not available at the time of publication.",84 ,50 , >98,"Children estimates were not available at the time of publication.",72 ,44 , >98,"Children estimates were not available at the time of publication.",97 ,59 , >98,"Children estimates were not available at the time of publication.",78 ,47 , >98,"Children estimates were not available at the time of publication.",73 ,44 , >98,"Children estimates were not available at the time of publication.",90 ,55 , >98,"Children estimates were not available at the time of publication.",93 ,56 , >98,"Children estimates were not available at the time of publication.",75 ,45 , >98,"Children estimates were not available at the time of publication.",98 ,59 , >98,"Children estimates were not available at the time of publication.",81 ,49 , >98,"Children estimates were not available at the time of publication.",75 ,45 , >98,"Children estimates were not available at the time of publication.",90 ,54 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",76 ,45 , >98,"Children estimates were not available at the time of publication.",97 ,57 , >98,"Children estimates were not available at the time of publication.",84 ,50 , >98,"Children estimates were not available at the time of publication."
