,2015,2015_lower, 2015_upper, 2015_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote
Guatemala,71 ,58 , 89,,82 ,67 , >98,,... ,... , ...,,73 ,60 , 91,,80 ,66 , >98,,83 ,68 , >98,,76 ,63 , 95,,82 ,68 , >98,,84 ,70 , >98,,77 ,64 , 97,,88 ,73 , >98,,88 ,73 , >98,,79 ,66 , >98,,90 ,75 , >98,,90 ,75 , >98,,83 ,69 , >98,,85 ,70 , >98,,88 ,73 , >98,,87 ,72 , >98,,85 ,70 , >98,,92 ,76 , >98,,92 ,76 , >98,,82 ,68 , >98,,93 ,77 , >98,,94 ,78 , >98,,83 ,69 , >98,,87 ,72 , >98,,... ,... , ...,,... ,... , ...,,85 ,70 , >98,
Guinea,38 ,33 , 43,,73 ,65 , 83,,,,,,40 ,35 , 45,,76 ,67 , 86,,,,,,43 ,38 , 49,,77 ,68 , 88,,,,,,45 ,39 , 52,,75 ,65 , 85,,,,,,50 ,44 , 58,,85 ,73 , 97,,,,,,56 ,48 , 65,,86 ,74 , >98,,... ,... , ...,,59 ,50 , 69,,90 ,77 , >98,,... ,... , ...,,65 ,55 , 76,,95 ,81 , >98,,... ,... , ...,,71 ,60 , 84,,93 ,79 , >98,,... ,... , ...,,76 ,64 , 90,,>98 ,83 , >98,,... ,... , ...,
Guinea-Bissau,46 ,41 , 52,,55 ,48 , 62,,,,,,50 ,44 , 56,,65 ,56 , 72,,,,,,53 ,46 , 60,,62 ,54 , 70,,,,,,57 ,49 , 64,,74 ,64 , 83,,,,,,62 ,54 , 70,,76 ,66 , 86,,,,,,67 ,58 , 76,,77 ,66 , 87,,,,,,69 ,60 , 79,,83 ,71 , 95,,,,,,73 ,63 , 85,,87 ,75 , >98,,... ,... , ...,,77 ,65 , 88,,84 ,72 , 97,,... ,... , ...,,83 ,70 , 95,,96 ,81 , >98,,... ,... , ...,
Guyana,72 ,52 , >98,,81 ,58 , >98,,,,,,81 ,58 , >98,,76 ,54 , >98,,82 ,59 , >98,,86 ,61 , >98,,74 ,53 , >98,,82 ,59 , >98,,85 ,60 , >98,,74 ,53 , >98,,86 ,61 , >98,,90 ,65 , >98,,74 ,53 , >98,,87 ,62 , >98,,91 ,66 , >98,,70 ,51 , >98,,87 ,63 , >98,,93 ,68 , >98,,68 ,50 , >98,,... ,... , ...,,93 ,68 , >98,,70 ,51 , >98,,... ,... , ...,,92 ,68 , >98,,72 ,52 , >98,,87 ,64 , >98,,92 ,68 , >98,,75 ,55 , >98,,93 ,68 , >98,
Haiti,61 ,56 , 69,,52 ,48 , 59,,,,,,63 ,58 , 71,,48 ,44 , 54,,... ,... , ...,,67 ,61 , 75,,73 ,67 , 82,,72 ,66 , 80,,69 ,62 , 77,,72 ,65 , 81,,77 ,70 , 86,,71 ,65 , 80,,88 ,80 , >98,,79 ,71 , 89,,77 ,70 , 87,,>98 ,90 , >98,,83 ,75 , 93,,79 ,71 , 90,,>98 ,89 , >98,,86 ,77 , 98,,81 ,72 , 93,,>98 ,89 , >98,,86 ,77 , >98,,83 ,73 , 95,,>98 ,88 , >98,,85 ,76 , >98,,87 ,77 , >98,,>98 ,88 , >98,,86 ,75 , >98,
Honduras,,,,,,,,,,,,,66 ,60 , 72,,83 ,76 , 91,,84 ,77 , 92,,70 ,64 , 77,,85 ,77 , 93,,82 ,75 , 90,,71 ,65 , 78,,85 ,77 , 94,,83 ,76 , 92,,74 ,66 , 81,,84 ,76 , 93,,87 ,79 , 96,,75 ,68 , 83,,84 ,75 , 92,,>98 ,90 , >98,,78 ,70 , 86,,85 ,76 , 95,,>98 ,88 , >98,,79 ,71 , 88,,88 ,79 , >98,,93 ,84 , >98,,79 ,71 , 89,,90 ,81 , >98,,94 ,84 , >98,,83 ,74 , 93,,90 ,80 , >98,,95 ,85 , >98,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,78 ,64 , 90,"Children estimates were not available at the time of publication.",98 ,80 , >98,"Children estimates were not available at the time of publication.",>98 ,80 , >98,"Children estimates were not available at the time of publication.",83 ,69 , 95,"Children estimates were not available at the time of publication.",>98 ,81 , >98,"Children estimates were not available at the time of publication.",98 ,81 , >98,"Children estimates were not available at the time of publication.",,,,,,,,,,,,,86 ,72 , >98,"Children estimates were not available at the time of publication.",>98 ,83 , >98,"Children estimates were not available at the time of publication.",,,,,,,,,,,,,,,,,85 ,70 , >98,"Children estimates were not available at the time of publication.",97 ,81 , >98,"Children estimates were not available at the time of publication.",97 ,81 , >98,"Children estimates were not available at the time of publication.",90 ,73 , >98,"Children estimates were not available at the time of publication.",>98 ,81 , >98,"Children estimates were not available at the time of publication.",>98 ,81 , >98,"Children estimates were not available at the time of publication.",88 ,71 , >98,"Children estimates were not available at the time of publication.",>98 ,81 , >98,"Children estimates were not available at the time of publication.",>98 ,80 , >98,"Children estimates were not available at the time of publication."
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76 ,65 , 91,,86 ,73 , >98,,93 ,79 , >98,,80 ,68 , 96,,87 ,74 , >98,,97 ,83 , >98,,84 ,71 , >98,,85 ,73 , >98,,98 ,83 , >98,
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,... ,... , ...,,,,,,,,,,... ,... , ...,,,,,,,,,,93 ,84 , >98,,60 ,55 , 66,,68 ,62 , 74,,94 ,85 , >98,
Iran (Islamic Republic of),... ,... , ...,,... ,... , ...,,,,,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,62 ,49 , 81,,79 ,62 , >98,,92 ,73 , >98,
Iraq,28 ,23 , 34,"Children estimates were not available at the time of publication.",>98 ,82 , >98,"Children estimates were not available at the time of publication.",,,,,33 ,28 , 41,"Children estimates were not available at the time of publication.",95 ,80 , >98,"Children estimates were not available at the time of publication.",,,,,41 ,34 , 51,"Children estimates were not available at the time of publication.",94 ,78 , >98,"Children estimates were not available at the time of publication.",,,,,49 ,40 , 61,"Children estimates were not available at the time of publication.",86 ,70 , >98,"Children estimates were not available at the time of publication.",,,,,60 ,48 , 76,"Children estimates were not available at the time of publication.",74 ,59 , 93,"Children estimates were not available at the time of publication.",,,,,70 ,54 , 90,"Children estimates were not available at the time of publication.",63 ,49 , 82,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",77 ,59 , >98,"Children estimates were not available at the time of publication.",64 ,49 , 85,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",80 ,62 , >98,"Children estimates were not available at the time of publication.",69 ,53 , 93,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",81 ,61 , >98,"Children estimates were not available at the time of publication.",71 ,53 , 94,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",84 ,62 , >98,"Children estimates were not available at the time of publication.",79 ,58 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,90 ,79 , 97,,88 ,78 , 96,,97 ,86 , >98,,91 ,80 , >98,,88 ,78 , 96,,97 ,85 , >98,,,,,,,,,,97 ,85 , >98,,,,,,,,,,97 ,85 , >98,,,,,,,,,,97 ,85 , >98,,91 ,80 , >98,,>98 ,86 , >98,,>98 ,87 , >98,,89 ,79 , >98,,>98 ,88 , >98,,>98 ,87 , >98,,,,,,,,,,,,,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,
Italy,,,,,,,,,,,,,88 ,74 , 98,,87 ,74 , 97,,,,,,89 ,75 , >98,,91 ,77 , >98,,,,,,92 ,77 , >98,,92 ,78 , >98,,,,,,94 ,79 , >98,,93 ,78 , >98,,92 ,77 , >98,,93 ,78 , >98,,94 ,78 , >98,,92 ,77 , >98,,92 ,77 , >98,,94 ,79 , >98,,93 ,77 , >98,,92 ,77 , >98,,94 ,78 , >98,,97 ,81 , >98,,91 ,76 , >98,,94 ,79 , >98,,98 ,82 , >98,,,,,,,,,,,,,
Jamaica,... ,... , ...,,... ,... , ...,,63 ,59 , 69,,... ,... , ...,,... ,... , ...,,63 ,59 , 69,,... ,... , ...,,... ,... , ...,,67 ,63 , 74,,... ,... , ...,,... ,... , ...,,73 ,68 , 80,,... ,... , ...,,... ,... , ...,,79 ,74 , 86,,... ,... , ...,,... ,... , ...,,82 ,77 , 91,,... ,... , ...,,... ,... , ...,,88 ,82 , 97,,... ,... , ...,,... ,... , ...,,91 ,84 , >98,,... ,... , ...,,... ,... , ...,,92 ,85 , >98,,... ,... , ...,,... ,... , ...,,92 ,85 , >98,
Japan,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,
Jordan,45 ,41 , 49,"Children estimates were not available at the time of publication.",84 ,78 , 92,"Children estimates were not available at the time of publication.",76 ,70 , 83,"Children estimates were not available at the time of publication.",49 ,45 , 54,"Children estimates were not available at the time of publication.",89 ,82 , 97,"Children estimates were not available at the time of publication.",80 ,73 , 87,"Children estimates were not available at the time of publication.",50 ,46 , 55,"Children estimates were not available at the time of publication.",93 ,86 , >98,"Children estimates were not available at the time of publication.",91 ,84 , >98,"Children estimates were not available at the time of publication.",54 ,50 , 60,"Children estimates were not available at the time of publication.",97 ,89 , >98,"Children estimates were not available at the time of publication.",91 ,84 , >98,"Children estimates were not available at the time of publication.",57 ,53 , 63,"Children estimates were not available at the time of publication.",>98 ,90 , >98,"Children estimates were not available at the time of publication.",88 ,81 , 96,"Children estimates were not available at the time of publication.",60 ,55 , 66,"Children estimates were not available at the time of publication.",96 ,88 , >98,"Children estimates were not available at the time of publication.",87 ,80 , 95,"Children estimates were not available at the time of publication.",55 ,50 , 60,"Children estimates were not available at the time of publication.",81 ,74 , 88,"Children estimates were not available at the time of publication.",,,,,67 ,61 , 74,"Children estimates were not available at the time of publication.",74 ,67 , 81,"Children estimates were not available at the time of publication.",95 ,87 , >98,"Children estimates were not available at the time of publication.",75 ,68 , 83,"Children estimates were not available at the time of publication.",75 ,68 , 82,"Children estimates were not available at the time of publication.",97 ,88 , >98,"Children estimates were not available at the time of publication.",84 ,76 , 93,"Children estimates were not available at the time of publication.",76 ,69 , 84,"Children estimates were not available at the time of publication.",98 ,89 , >98,"Children estimates were not available at the time of publication."
Kazakhstan,52 ,49 , 55,,47 ,44 , 50,,64 ,60 , 68,,56 ,53 , 60,,51 ,48 , 55,,64 ,60 , 69,,61 ,58 , 66,,62 ,58 , 66,,72 ,68 , 77,,66 ,62 , 70,,71 ,67 , 76,,68 ,64 , 73,,69 ,65 , 74,,75 ,70 , 80,,80 ,75 , 86,,72 ,67 , 77,,78 ,73 , 84,,84 ,79 , 90,,75 ,70 , 81,,80 ,74 , 86,,86 ,80 , 93,,79 ,73 , 85,,83 ,77 , 89,,87 ,81 , 94,,82 ,75 , 88,,86 ,79 , 93,,92 ,85 , >98,,82 ,75 , 89,,90 ,83 , >98,,94 ,87 , >98,
Kenya,87 ,78 , >98,,75 ,67 , 85,,... ,... , ...,,92 ,83 , >98,,80 ,72 , 92,,... ,... , ...,,94 ,85 , >98,,86 ,77 , >98,,... ,... , ...,,95 ,85 , >98,,85 ,76 , 97,,... ,... , ...,,94 ,84 , >98,,83 ,74 , 95,,92 ,83 , >98,,94 ,85 , >98,,83 ,75 , 95,,94 ,84 , >98,,95 ,86 , >98,,88 ,79 , >98,,... ,... , ...,,95 ,86 , >98,,89 ,80 , >98,,94 ,85 , >98,,96 ,86 , >98,,90 ,80 , >98,,97 ,87 , >98,,97 ,87 , >98,,90 ,81 , >98,,95 ,85 , >98,
Kuwait,46 ,33 , 49,"Children estimates were not available at the time of publication.",69 ,50 , 74,"Children estimates were not available at the time of publication.",97 ,70 , >98,"Children estimates were not available at the time of publication.",48 ,35 , 51,"Children estimates were not available at the time of publication.",74 ,54 , 80,"Children estimates were not available at the time of publication.",97 ,70 , >98,"Children estimates were not available at the time of publication.",47 ,34 , 50,"Children estimates were not available at the time of publication.",77 ,56 , 83,"Children estimates were not available at the time of publication.",97 ,71 , >98,"Children estimates were not available at the time of publication.",48 ,35 , 51,"Children estimates were not available at the time of publication.",79 ,58 , 86,"Children estimates were not available at the time of publication.",97 ,72 , >98,"Children estimates were not available at the time of publication.",51 ,38 , 55,"Children estimates were not available at the time of publication.",85 ,63 , 92,"Children estimates were not available at the time of publication.",>98 ,73 , >98,"Children estimates were not available at the time of publication.",55 ,41 , 60,"Children estimates were not available at the time of publication.",91 ,67 , >98,"Children estimates were not available at the time of publication.",>98 ,73 , >98,"Children estimates were not available at the time of publication.",51 ,37 , 55,"Children estimates were not available at the time of publication.",97 ,70 , >98,"Children estimates were not available at the time of publication.",>98 ,71 , >98,"Children estimates were not available at the time of publication.",58 ,42 , 62,"Children estimates were not available at the time of publication.",85 ,62 , 92,"Children estimates were not available at the time of publication.",>98 ,72 , >98,"Children estimates were not available at the time of publication.",72 ,52 , 77,"Children estimates were not available at the time of publication.",80 ,58 , 86,"Children estimates were not available at the time of publication.",>98 ,72 , >98,"Children estimates were not available at the time of publication.",,,,,,,,,>98 ,72 , >98,"Children estimates were not available at the time of publication."
Kyrgyzstan,67 ,62 , 74,,41 ,38 , 45,,61 ,56 , 67,,69 ,64 , 76,,46 ,43 , 51,,63 ,59 , 69,,71 ,66 , 78,,51 ,47 , 55,,67 ,63 , 74,,73 ,67 , 79,,54 ,50 , 58,,72 ,67 , 78,,74 ,68 , 80,,54 ,50 , 59,,82 ,76 , 89,,74 ,69 , 80,,56 ,52 , 60,,89 ,83 , 96,,75 ,69 , 81,,60 ,55 , 64,,89 ,83 , 96,,76 ,71 , 82,,63 ,59 , 68,,91 ,84 , 98,,77 ,71 , 83,,66 ,61 , 71,,91 ,85 , >98,,77 ,71 , 83,,68 ,63 , 73,,97 ,90 , >98,
Lao People's Democratic Republic,34 ,31 , 37,,86 ,78 , 94,,,,,,40 ,36 , 43,,84 ,76 , 92,,,,,,46 ,41 , 50,,84 ,76 , 91,,,,,,50 ,45 , 55,,83 ,75 , 90,,98 ,89 , >98,,55 ,50 , 60,,81 ,73 , 89,,>98 ,89 , >98,,60 ,54 , 66,,79 ,71 , 86,,96 ,87 , >98,,65 ,59 , 71,,76 ,69 , 83,,>98 ,90 , >98,,70 ,63 , 77,,77 ,69 , 84,,>98 ,89 , >98,,76 ,69 , 84,,78 ,70 , 86,,98 ,88 , >98,,82 ,74 , 90,,78 ,71 , 86,,98 ,88 , >98,
